0 139.55
1 124.025
2 152.756
3 152.387
4 136.401
5 134.55
6 136.287
7 158.194
8 122.203
9 123.499
10 145.379
11 146.287
12 131.357
13 127.236
14 139.733
15 151.203
16 138.326
17 126.429
18 121.235
19 122.502
20 130.852
21 125.623
22 134.7
23 123.439
24 142.829
25 118.684
26 139.216
27 123.543
28 136.465
29 120.258
30 126.416
31 120.963
32 126.451
33 126.007
34 116.215
35 126.586
36 109.987
37 122.522
38 113.95
39 117.618
40 125.835
41 122.203
42 118.686
43 140.106
44 126.258
45 127.935
46 121.405
47 -1.78078
48 124.384
49 120.293
50 0
51 136.694
52 132.106
53 117.032
54 0
55 0.00457758
56 0.00638867
57 0.00448435
58 0.00476756
59 0.003795
60 0.00466449
61 0.00414691
62 0.00407853
