0 140.555
1 128.218
2 158.933
3 159.571
4 133.337
5 143.254
6 147.984
7 163.017
8 130.484
9 128.613
10 340.59
11 151.191
12 138.059
13 132.239
14 145.093
15 154.667
16 140.301
17 130.489
18 127.068
19 123.495
20 136.334
21 130.099
22 139.068
23 134.63
24 -32.3415
25 123.429
26 143.326
27 128.118
28 139.894
29 122.018
30 128.498
31 125.754
32 137.244
33 131.574
34 117.198
35 132.845
36 114.733
37 129.691
38 119.837
39 127.368
40 126.726
41 124.462
42 125.231
43 140.562
44 126.227
45 134.194
46 127.1
47 2.73533
48 116.218
49 127.93
50 3.90634
51 139.24
52 135.206
53 119.527
54 0
55 0.00478125
56 0.00683455
57 0.00478716
58 0.00468174
59 0.00404228
60 0.00451234
61 0.00445145
62 0.00427636
