0 141.721
1 138.715
2 165.354
3 150.625
4 122.467
5 120.742
6 138.916
7 160.789
8 132.818
9 128.505
10 125.305
11 149.951
12 137.762
13 135.455
14 149.444
15 153.249
16 142.647
17 132.484
18 126.879
19 128.514
20 132.244
21 125.899
22 133.302
23 125.448
24 131.364
25 120.359
26 133.707
27 126.611
28 133.557
29 116.768
30 123.761
31 135.88
32 127.221
33 130.069
34 113.698
35 130.358
36 103.456
37 127.9
38 115.465
39 122.027
40 129.677
41 116.455
42 126.431
43 122.517
44 122.078
45 122.602
46 133.562
47 -8.74985
48 123.222
49 132.589
50 1.9942
51 134.399
52 131.474
53 124.134
54 -4.95544
55 0.00468687
56 0.00736974
57 0.00479971
58 0.00475141
59 0.00417161
60 0.0044177
61 0.00432448
62 0.00476963
