0 140.826
1 139.936
2 160.872
3 148.92
4 122.074
5 123.279
6 141.783
7 164.89
8 121.433
9 121.802
10 128.734
11 156.196
12 134.279
13 135.576
14 142.61
15 169.079
16 126.618
17 133.553
18 125.306
19 113.564
20 114.578
21 133.783
22 136.827
23 129.896
24 124.302
25 113.597
26 134.602
27 118.82
28 131.235
29 122.749
30 131.947
31 127.985
32 134.839
33 126.944
34 122.581
35 133.571
36 111.998
37 134.139
38 110.592
39 131.467
40 136.719
41 127.261
42 120.32
43 134.665
44 123.54
45 126.044
46 130.152
47 -8.16954
48 116.485
49 131.216
50 0
51 132.323
52 124.828
53 120.725
54 -11.6513
55 0.00712037
56 0.00696629
57 0.00474958
58 0.00487476
59 0.00405175
60 0.00452465
61 0.00417381
62 0.00404946
