0 143.505
1 141.511
2 170.085
3 152.826
4 128.187
5 121.004
6 140.339
7 165.701
8 135.035
9 130.385
10 128.018
11 151.518
12 136.117
13 136.251
14 152.058
15 157.726
16 142.077
17 137.018
18 132.624
19 128.514
20 137.196
21 130.771
22 131.579
23 130.005
24 135.141
25 125.464
26 135.543
27 130.927
28 132.893
29 122.361
30 128.866
31 138.068
32 128.02
33 130.06
34 117.616
35 135.368
36 106.666
37 128.94
38 118.798
39 124.519
40 128.639
41 118.828
42 129.474
43 128.725
44 129.495
45 127.272
46 132.991
47 11.0544
48 125.815
49 130.909
50 0.823084
51 136.737
52 132.032
53 125.254
54 4.86482
55 0.00484841
56 0.00694258
57 0.00520197
58 0.00488554
59 0.00411073
60 0.0046122
61 0.00489646
62 0.00478998
