0 148.063
1 134.913
2 166.483
3 154.117
4 124.213
5 132.161
6 130.338
7 163.894
8 124.069
9 126.875
10 128.301
11 152.408
12 135.685
13 127.632
14 137.683
15 151.153
16 137.474
17 122.651
18 129.659
19 134.002
20 127.646
21 124.312
22 127.691
23 127.448
24 137.301
25 116.189
26 121.379
27 117.904
28 128.397
29 130.266
30 122.092
31 129.767
32 131.231
33 132.493
34 113.503
35 142.27
36 113.776
37 135.629
38 111.637
39 126.883
40 143.03
41 121.04
42 124.224
43 133.253
44 113.774
45 116.674
46 128.119
47 8.7867
48 117.772
49 126.885
50 -1.79899
51 132.528
52 127.817
53 118.529
54 12.6439
55 0.0049222
56 0.00703648
57 0.00474439
58 0.00483865
59 0.00407576
60 0.00445509
61 0.00444257
62 0.00423461
