0 146.282
1 142.135
2 165.931
3 150.353
4 116.231
5 128.561
6 137.058
7 167.203
8 122.565
9 124.95
10 131.726
11 146.963
12 133.05
13 127.16
14 143.057
15 156.778
16 134.198
17 128.161
18 132.864
19 134.167
20 113.688
21 130.906
22 123.973
23 121.034
24 126.898
25 118.782
26 131.767
27 133.726
28 131.351
29 122.835
30 134.921
31 134.16
32 119.647
33 136.166
34 120.402
35 132.977
36 112.688
37 132.38
38 117.897
39 124.654
40 137.185
41 137.483
42 120.066
43 127.216
44 117.83
45 129.483
46 133.495
47 -7.94182
48 123.534
49 129.756
50 -3.90617
51 132.401
52 128.751
53 124.936
54 14.6079
55 0.00482312
56 0.0066902
57 0.00479901
58 0.00206427
59 0.00406397
60 0.00494943
61 0.00449745
62 0.00436872
