0 143.548
1 140.934
2 164.107
3 146.918
4 124.889
5 124.729
6 142.319
7 163.92
8 124.274
9 121.041
10 130.356
11 162.153
12 135.536
13 135.152
14 142.864
15 167.056
16 130.328
17 134.638
18 137.977
19 120.382
20 118.031
21 135.561
22 141.108
23 131.817
24 129.769
25 118.067
26 135.425
27 126.126
28 137.753
29 129.747
30 134.314
31 130.194
32 134.429
33 128.999
34 126.492
35 137.583
36 114.345
37 136.699
38 115.117
39 133.672
40 133.518
41 127.464
42 125.351
43 139.589
44 123.93
45 122.652
46 131.429
47 -2.08886
48 119.35
49 129.502
50 0
51 136.015
52 127.792
53 123.888
54 0
55 0.00747417
56 0.00678242
57 0.00462068
58 0.0048584
59 0.00390707
60 0.00453855
61 0.00481062
62 0.00420808
