0 152.265
1 140.093
2 164.58
3 152.979
4 116.017
5 129.366
6 139.658
7 166.318
8 122.133
9 124.038
10 132.613
11 146.434
12 129.195
13 124.544
14 142.111
15 150.483
16 130.051
17 127.97
18 132.723
19 133.94
20 114.1
21 130.963
22 125.992
23 121.316
24 127.015
25 116.671
26 129.263
27 130.972
28 132.373
29 122.574
30 137.685
31 135.262
32 118.146
33 133.855
34 119.422
35 130.104
36 114.757
37 131.202
38 118.547
39 125.252
40 135.211
41 136
42 122.77
43 127.498
44 117.595
45 127.584
46 130.437
47 13.5805
48 119.494
49 127.729
50 10.7364
51 130.018
52 126.589
53 128.549
54 1.84278
55 0.00472655
56 0.00673446
57 0.00479259
58 0.00464934
59 0.0041058
60 0.00455256
61 199.837
62 0.00472914
