0999	0728	0920	1325	1314
0810	0914	0908	0317	1319
0812	0727	0702	1304	1331
1060	0525	1207	1419	1514
1028	0532	1219	0226	0126
0602	0528	0424	0228	0130
1005	0526	1202	1407	1512
1008	1110	0401	0205	0103
1025	0513	0405	0201	0129
1004	1124	0427	0229	0114
0614	0501	0423	1424	0128
