0812	0924	0926	0217	0212
0819	0912	0733	1425	1414
0825	0916	0911	0220	1420
1001	1109	1212	1421	0132
1026	1102	0433	0322	1531
1009	0533	1228	0327	1524
1002	1119	0415	1303	0111
0607	0503	0419	0305	1521
0625	0504	0430	0330	1513
0627	0507	0418	0307	0124
0604	1116	0407	0311	1532
