0 135.455
1 129.974
2 157.013
3 152.828
4 133.855
5 138.027
6 138.624
7 158.793
8 127.818
9 128.117
10 146.415
11 147.142
12 138.447
13 129.871
14 146.488
15 150.401
16 137.923
17 126.534
18 125.385
19 121.069
20 140.119
21 128.949
22 136.883
23 131.016
24 137.841
25 121.292
26 141.538
27 128.143
28 135.682
29 122.49
30 131.281
31 121.767
32 136.932
33 129.227
34 120.662
35 134.727
36 136.68
37 129.277
38 123.778
39 127.054
40 126.247
41 125.098
42 135.144
43 144.855
44 130.794
45 129.528
46 128.92
47 123.713
48 119.616
49 125.59
50 143.074
51 138.915
52 131.456
53 127.929
54 27.75
55 0.00682528
56 0.00660952
57 0.0043269
58 0.00554205
59 0.00414459
60 0.00433094
61 0.0045485
62 0.00423593
